raft linalg/detail/lstsq.cuh::lstsqSvdJacobi	NOT PORTED, AND IT IS THEIR DEFAULT	cuML olsFit defaults to algo=0, one-sided Jacobi SVD. Normal equations SQUARE the condition number, so lstsqEig loses about twice the digits on an ill-conditioned design. sklearn's LinearRegression uses LAPACK gelsd, also an SVD route, so this difference belongs in any accuracy comparison
raft linalg/detail/lstsq.cuh::lstsqQR, lstsqSvdQR	not ported	the other two solver arms
cuml glm/ridge.cuh::ridgeSVD (algo 0) and raft linalg/detail/svd.cuh::svdQR	NOT PORTED; ridgeEig (algo 1, cuML's Python 'eig'/'auto') IS (DEVIATION 545)	The sentence that stood here -- "ridge is lstsqEig with alpha added to the eigenvalues before inverting. Cheap once wanted" -- was WRONG about their design: ridgeEig is svdEig (an SVD via the Gram's eigendecomposition, U = A V / S) followed by ridgeSolve's six RAFT ops with two ABSOLUTE thresholds on a singular value; see glm/ported/glm/ridge.mojo. ridgeSVD needs cuSOLVER gesvd (svdQR), no equivalent; n_cols == 1 forces it (ridge.cuh:210) and is refused by name. ridgeSolve's thres=1e-10 and svdEig's 1e-10 are absolute, the OLS_NONZERO_THRESH deviation again, carried and gated (ridge.solve.nnz is the card's integer stage)
cuml glm/preprocess.cuh	NOT PORTED, AND fit_intercept IS ON THEIR DEFAULT PATH	LinearRegression(fit_intercept=True) is cuML's PYTHON DEFAULT (linear_regression.pyx:309), so their default fit is preProcessData -> lstsqEig -> postProcessData, not lstsqEig alone. preProcessData centers X by column means and y by its mean (preprocess.cuh:98,100,115,117); postProcessData sets intercept = mean(y) - mu_X . coef and UNDOES both centerings in place (preprocess.cuh:148-176). ols_fit refuses fit_intercept and defaults it False, i.e. it mirrors the fit_intercept=False branch, which on their side also sets *intercept = 0 (ols.cuh:156). core/column_stats.mojo already has the kernels. normalize is only reachable with fit_intercept and is the meanvar/colNorm arm at preprocess.cuh:76-108
cuml glm/qn/glm_softmax.cuh (QN_LOSS_SOFTMAX, multinomial)	NOT PORTED; the binary sigmoid arm IS (DEVIATIONS 546-549)	> 2 classes refused by name at python/mojolearn/linear_model.py (LogisticRegression.fit) and at glm/ported/glm/qn/qn.mojo::qn_fit_x. It would go at qn_fit_x's QN_LOSS_SOFTMAX arm with a Softmax objective beside GLMWithData (C > 1: W is C x dims, Z is C x N, getLossAndDZ is a per-row softmax with its own block fold)
cuml glm/qn/qn_solvers.cuh::min_owlqn, update_pseudo; qn_linesearch.cuh::ls_backtrack_projected; qn_util.cuh::get_pseudo_grad, project_orth	NOT PORTED	penalty='l1' and 'elasticnet' select OWL-QN (qn_solvers.cuh:446); refused by name at linear_model.py and at qn_solvers.mojo::qn_minimize (l1 != 0). Would go beside min_lbfgs in qn_solvers.mojo with the projected line search in qn_linesearch.mojo
cuml glm/qn/glm_base.cuh::add_sample_weights and the weighted arm of getLossAndDZ	NOT PORTED	sample_weight (and class_weight, which becomes one upstream) refused by name; would go in glm_base.mojo::GLMWithData (a weights buffer, weights_sum, the lz * weight * normalization map)
cuml glm/qn/glm_linear.cuh, glm_svm.cuh	NOT PORTED	QN_LOSS_SQUARED, QN_LOSS_ABS, the four SVM losses; each raises by name at qn_fit_x
cuml glm/qn/ qnFitSparse, qnDecisionFunctionSparse, qnPredictSparse; simple_mat/sparse.hpp	NOT PORTED	dense row-major only
cuml glm/qn/ mapThenSumReduce's float-atomic fold	REPLACED, DEVIATION 547	their dot/nrm2/loss/regularizer sums atomicAdd block partials (raft map_then_reduce.cuh:33-38) and are not reproducible on one GPU; ours are one pinned block each (glm/ported/glm/qn/simple_mat/dense.mojo). The logistic iteration count is therefore part of the certificate (qn.n_iter)
raft linalg/detail/lstsq.cuh DivideByNonZero threshold	PORTED WITH AN ABSOLUTE THRESHOLD, RECORDED AS A DEVIATION	`OLS_NONZERO_THRESH` is 1.0e-10 and is compared against an eigenvalue of A^T A, a quantity that scales with the SQUARE of the data and with n_rows. MEASURED (check_ols_rank_guard_is_absolute): the same 4096x8 design has rank 8 at scale 1 and rank 0 at scale 2^-24, i.e. the same design in different units returns the zero model. Same defect class as jacobi_eigh_device.mojo DEVIATION BLOCK 1, which was fixed by making the test relative. NOT fixed here because glm/ported is COPY-DO-NOT-IMPROVE and the change moves shipped NUMERIC_FAST bits near the boundary. Identity consequence: the comparison's output is a RANK, so at the boundary a per-vendor last bit changes how many directions the model has, not its fifth decimal
